text,sentiment
: year summer school.,neutral
"i`ve heard st isn`t true imax- shot 1828x1556 blown 4096, still- nice big screen!",positive
im cookie wont comment heh. 2 girl sang crush btw? wud u know?,neutral
"trying thing, running online business well running regular business 'real' world",neutral
hee hallo,neutral
"big header folio ( 2 hours, sale yet i`m really impatient lol",negative
caaaaan`t sleep.....it`s 3.30am! wahhhh... wanna cry,negative
think bos switzerland week. going return ira gonna awesome,positive
u planning cardio 1.5 hrs? that`s reasonable whatcha last night?,positive
wats world x) basketball game best shooter team idk shooter existes lol understand haha,positive
mean make sad!,negative
cokies arnt real imaginary hav mmmmmmmmmmmm cookie...,positive
- sigh,neutral
@ poll : trying get work powerpoint avail.,neutral
"yeah freedom awesome, it`s great little independent",positive
"cool, mark, song going stuck head day. love you, anyway... star war day today? cool",neutral
dentist chick hot thats plus,neutral
dang burrito toaster strudle(sp?) tease im still hungry,neutral
look forward seeing resume!,neutral
"although wolverine wasn`t great movie, don`t think bad everyone saying...& least taylor kitsch",neutral
realized cool enough ever get shout (this player playing on! hahahah),neutral
may back later...hope good day byeeee ****,positive
awww thank you! great guy how`s ur weekend far? hug ****,positive
"try catch swarm, gone roof gable end set bait hive hoping best moment",positive
"increasingly convinced moderately lactose-intolerant - given deep abiding love cheese, totally suck",negative
big ginger white male cat little female tortoiseshell. indoor cat rule house,neutral
hear coffee brewing end,neutral
"celebrated 18,000 play last.fm dez moines",positive
thanks well impressed it`s much better last one ! must b clean living + gluten free lactose free food,positive
think i`m running fever feeling well!,negative
would home,neutral
haha took quiz fb missed mcfly one,neutral
hit leaving conti... boooooooo..,neutral
"can`t believe many people think great passed quiz, 'how blond you?' facebook. blond!",neutral
thanxx following,neutral
wish london personally witness nun run! great idea opening sister act`s new broadway show,positive
love session 2 king queen,positive
air,neutral
"haha amen! im sooo **** hungry... hate knowing weekend gonna ****, supposed great",negative
"kid, remember searching local video store owner godown , got video tape fungus badluck",negative
can`t sleep... now????,neutral
happy mothersday,positive
tummy hurt oh,negative
miss one would anything spend 5 min me... one used say tell,negative
watching cat hat,neutral
jam session room seeing star trek...again,neutral
thought apple store and/or best buy guy wanted on?!,neutral
so... inconclusive. there`s still chance i`ll need surgery. see doctor 3 week x-rays.,neutral
you! sheesh,negative
make thing fair. poor tiger claw nutz,neutral
realized gained 40 pound last year,positive
hi dougie i`m fan thailand. i`m film `luv ur song much,positive
por favor!!! need five more!,neutral
pic later today www.dosriosrestaurant.com!,neutral
time life,neutral
ochh ive got blister foot sun today soo sore supose yas dnt care hah thaught tweet anyways,negative
_sunshine figured that... ended taking cousin work rain anyway... hit,neutral
excited! double bio today. don`t straightener hair look horrendous moment. wtf supposed do?,neutral
"time relieve stress gym!! someone write speeches, take exam research",neutral
- didnt get text.....,neutral
_**** i`m leaving half 10 get ready thing,neutral
also wishing two lovely mother & special mother`s day!!! enjoy!,positive
"it`s stable, faster 2.x working.",neutral
hey im back on.. msn won`t work darn msn haha. can`t stop thinking 3d movie haha!,neutral
help!!,neutral
happy mother day mommy,positive
made sad..,negative
need xanax none,neutral
no! why?,neutral
would think pres would afraid you`d pun`k,negative
amen that! vitamin made ill felt better started taking them!,positive
love 2 you? xxxx,positive
night,neutral
red rock lunch colin. couldn`t come. ipa junior freshly made! yum yum yum.,positive
listening dead ocean . actually listened twice row it`s short pleasing,neutral
cooked lunch todayy givin` mum relaxin` dayy.,neutral
toooo much outside killen eye,negative
_a4l hey anne! stayed 2 try 2 arrange 4 nyc archies 2 get tix 2 concert. logged @ 2.30 fell asleep @ 5am,neutral
i`m totally going bed right now.,neutral
doesn`t know evening & r e n g work tomorrow sucks.,negative
"cougar privacy threatened surveillance increase - sorry, couldn`t help one",negative
tonight fun,positive
"i`m sitting altanta. it`s raining boston. yay flying rain, help fear.",neutral
whats up? im sad didnt text today.,negative
know kristi raleigh... right??,neutral
oh no. hope feel better soon. hugs. flu earlier month.,positive
"sims 2 owns life lately! lol want get sims 3, computer can`t support it.",neutral
mango shake made difference. -,neutral
great day massage! book appointment today 617-262-2220,positive
forgot people,negative
_m except im site near airport dixon! lil gps head hehe,neutral
see traffic northbound? that`s commute,neutral
aww poor thing hope go well!,negative
anytime!.. literally hahaha,neutral
shot calmin down!,neutral
coool thanks lot ****,positive
watchin tyra bored like always stomach hurt,negative
lol... same!!!,positive
dude. everyone could. wasn`t ment bad..,neutral
worth spose,positive
brother woke help homework. i`m happy,negative
know. need get cd somewhere.. hopefully sell finland.,positive
get try add new post,neutral
"welcome twitter it`s really cool here! greeting vienna,austria",positive
you`re going actually read least sign fair!,neutral
uploading pcd onto itunes xd used certian event caused lt sadly,negative
beatrice?? don`t remember guide,neutral
"trying record audio source, maybe need specific program i`m good thank hehe",positive
_ wish nowww!!! grrrrrrr,negative
bah! still work. lol foot hurt nose won`t stop running!,negative
_double kind,neutral
"happy birthday little sister gee! celebration, article",positive
slpy 2day zzzz,neutral
would awesome lol,positive
went green yesterday missed get another certificate????,neutral
"tweet sometime tomorrow, anothe busy day! goodnight **** chickie! lol!",positive
mufasa!!!! warrior ocean! hahahahahaha,positive
know! read bt can`t sit outside coz gota answer phone,neutral
"love humor, reworded it. like saying 'group therapy' instead`a 'gang banging'. keep mom back. hahaha",positive
ive got greatest boyfriend world. love much.,positive
"omg, curly hair! cute!",positive
"urgh, slept work, still done revision im snappy today. total fat day",negative
sorry bout cat !,negative
get wii fit couple hours!,neutral
wife can`t get guest list tomorrow show doesn`t exist. lame. guess wife show.,negative
watching rain,neutral
"hi, parody iphone hysterical, it`s funny, one cannot play video iphone",neutral
wouldn`t i?,neutral
found best songd stuck head relient k songs...i know every word finish,positive
?and make pledge you`re it!,neutral
u don`t love follow..how night? ;-),neutral
fun early night vega pool tomorrow,positive
"work, work, work",neutral
need fold laundry finish dishes... clean rabbit`s cage too. that`s really need done... doable,positive
: 3 hr go pa ako,neutral
haha should. won`t. lol might miss something.,positive
way see grandparent,neutral
listening someday we`ll know... it`s raining!!!!,neutral
kid derbyshire school string concert buxton opera house today. they`re quite excited,positive
morning.any plan today?,neutral
"know, wanna finish bsg first",neutral
taking soul friend family watching die nightmare. trust,negative
"sure, tell happens pre-chilled watermelon leave car *in tx* week! good",negative
www.youtube.com/watch?v=6urrxta8dom first 1!,neutral
stressed fro work drink,negative
wanna leave 2nd period *cryy*,negative
don`t want go 3-hour lecture,neutral
going lunch soon fave cuzs,positive
nothing beat spending evening mom,positive
i`m ur me!,positive
im hella pushin it...how tha graduation..sorry couldnt smash thru...,negative
"really tired, need morning... bed. good night all!!!",neutral
knoww da best!,positive
new book pocket,neutral
"good night all... set twitter thing up. i`m new this, expect come handy.",positive
"want conversation, use email/mailing lists. i`m convinced `140 char less` reply conversation",negative
feeling sick. headache. bored. tireddd,negative
"thanks, feeling good new forest later",positive
single handedly killed 4 fly crane fly hairbrush!! i`m gonna go disinfect now...but bug beware!!,neutral
nice meet tonight & thanks!!,positive
mouth hurt,negative
"love like war,,easy begin, hard end..fiuuhh...",neutral
that`s halo,neutral
happy google wave trending. can`t watch video it... certain flash video blocked company`s network.,positive
"where`s yummiest pan mee? it`s behind dance center, ipoh garden south. miss",negative
always amusing.,positive
"sooooooo happy, wattching disney channel....rubbish rubbish rubbishhhhhh, didnt get jonas 3d poster dude wasnt im..",negative
today feel like friday. bad,negative
"'completely dishwasher safe, except pattern might come off.' blue coat humour best three cheer viz",positive
ice cream crazy mocha ss. mean espresso milkshake..,negative
_august84 haha... may be.. hehe.. might imported. love heat... love playing football hot day....,positive
"omg-ness it`s 11:18 pm need beup early set garage sale start 8am, wish said 9am. i`m beat.",negative
broke cigarettes.,negative
tried something funny twitter failed.,negative
"weekend, bought lost odyssey, yay ------- however, 360 rrod`ed it`s second time",neutral
read status update & wanted 2 b sure follow list hope u r wondefl wkend michaelblessings,positive
"say got 2 card today, eva n clara. thanks, guys.",positive
: awwwwwwwwwwe okay. missed bullet`s concert toronto last summer `cause gotten d:,neutral
ooh feel sleepy... 10:24 a.m. dont wanna go school 2day to...,negative
"ready, set.... hmmm delay",neutral
see cry! lol,negative
thanx,positive
making birthday song special person!!,neutral
consider lucky. hasn`t rained ages. it`s depressing.,negative
im downloading manually oooiifull.mp4 movie seems way see fully,neutral
mmmmmm love curry. don`t oregan though.,positive
: psh...didn`t even pay though,negative
"ohh noo. joshua im sooo sorry ,im really sorry didnt get see :``( please forgive i`m sorry <3",negative
ahhh.. others? like etc? i`m spazz,negative
good mood,positive
: ok suppose 2b followfriday unfollow friday aw well nice tweeter anyway! <-almost doesnt sound right...lol;),positive
haha aww hun bet creative,positive
loudly said something & coworker replied 'i dont know brian klemm! even love brian klemm!' ( _0_tronic ),neutral
maybe get statue sainthood seeking. win-win all. can`t victim like people.,negative
extremly deep,neutral
oh noooo suck reschedule another show?,negative
"im sure s`okay, ill save $$ u know weiss mine.",neutral
can`t think way express 140 char disspointed advertising lifehacker`s didn`t buy mac article.,negative
dnt think ever get tired of'the climb'its 1 sngs u`ll always remember ...,neutral
wanna see mama hasn`t called back yet mama...mama!!!,negative
i`m bored. internet. haven`t made downtown beach yet.,negative
mccoy`s initial rant.,negative
fell deep crack glacier terrible,negative
"weeooow, feel fat.... remember used weigh much pfffffffffffffffffffffftttttttt long time ago, hahaha",neutral
"ohh ic ic haha, iyaa summer filled one course last whole summer",neutral
heart sings,positive
", ahhhhhhh excited july 21 (: ecxept stupid australia won`t get til like decembbberrrrrrrr stilll ahhh! congratss.",positive
good morning,positive
rubbish!,negative
salt vinegar,neutral
packing fun good thing new united keep going... still fun,negative
"anywho, got pool within like 30 minute it`s start storming",positive
"aww, one yesterday, suck",negative
"new series hill yesterday uk , amazing! looked really pretty birthday too.",positive
carnivalsofparis think still bl i`m sure... hardly talk anyone anymore,negative
"oh no!!!! hope baad, tell mya hope she`s get better soon",neutral
"spyed princess anne today, listented friend cooking perfect evening, working suck ob ?",negative
first officially beautiful day year i`m stuck inside office magners bbq make it!,neutral
watching jonas brother special sky movie,neutral
i`m packed & leaving canterbury office & fab qa&v colleague last time great bunch people. miss ****,neutral
hi too.,neutral
look deceiving,negative
nah followed first followed me. think 12-306 overnight pretty good,positive
pffftt! know like stay busy! i`m awesome (and sober...dang)! you??,positive
"really incredibly gross outside, im hoping get alot done int house today! including pic blog! morning friends!",positive
house hunting pain! house shifting super pain!! packing never seems end can`t even imagine unpacking :-p,negative
biiig headache.,negative
i`ll stop world melt you...the cure,neutral
"late today, due construction!!! tgif...",neutral
gym myself! fun!,negative
i`m soooo bored. **** got new phone called man busy one else bored???,negative
i`m bed - happy mother`s day - great one,positive
welcome family new pillow im going lay head tonight!!!,positive
co dont ipod touch yet - doesn`t mean can`t look apps! they`re sooo cool. twittering school? awesome!,positive
4:15 finally home city. - time head sleep!! goodnight! & happy mommy`s day mother`s there!!,positive
ya never play it...i`m basically using ps3 day,neutral
mean spend time alone friend family. sad,negative
aaahh know!! spose take dad airport. next weeek fasho!,neutral
"****. 11 goldfish. oh well, that`s dinner. anyways! check blog yoooo",neutral
hiya! might want delete retweet - link blog doesn`t work,neutral
need hug i`m junior cert week i`m totally stressed :`(,negative
got ear infection...man **** hurts!,negative
guess sara make mention mariage proposal site.,neutral
sole supporter sole supporter,neutral
you`re gonna make go alllll way store??? lol find one...i`ll google. thanks. lol,positive
friday night... i`m anything!! might go taco lunch truck pasadena .... maybe.,neutral
"good stuff, smile back? won`t go concert too? :o. wish could instead music failing lol x",positive
really wish would hear josh,neutral
"shame dont still 286 compaq portable, really anything portable lmao, last tweet 4 now, toodle pip",negative
nothing except right eassy due monday d: :[ : ]: :,negative
"watching . live near montmel, i`m excited race",positive
9 week! july 8th. flolloping perfectly describes way move belly hehe,positive
every day mother`s day.... don`t wait 1 365 day come around show mom much appreciate love her.,positive
"check new song 'sentimental, wat-a-joke-ental' she`s fren www.last.fm/music/marple+meg",neutral
should. you`re fantastic actor it`s time got recognition it.,positive
ph macaron smackdown...except aware it...it`s played head,neutral
i`m sick waking feeling exhausted,negative
excited. lot good thing happening work-wise melbourne,positive
problem. wasn`t really sure doing. application twibe page.,neutral
sound cool! post video!!,positive
wanna session ronnie da bomb u know?,positive
suck hear. hate day like,negative
people!!! wat hell follower twitter???? dont get it!!!,negative
could`ve said hi. we`re south tho,neutral
new song amazing,positive
_carroll want marty mcflyy t-shirt.,neutral
everyone here. we`re party,neutral
new pickkshaa! it`s really big look milky! yaaay!,positive
"ssshhh everybody, think asleep... don`t disturb him.",negative
feel ****! foot aching need beeeeeddddddd!!!,negative
"morning, dude! ivy decided want go boat today. guy around pm? would nice see you.",positive
twitterberry hate,negative
happy star war day everyone! may 4th ****,positive
"... want die. want take life, forever. she`s trying get duet.",negative
thought liked name,negative
im @ eye doctor & bring trinity cause mom fell stair today & broke toe. ugh,negative
ill bed stomach killing,negative
here`s evening drink thursday night london.,neutral
"ha ha, game that? like game",positive
"ok cause one orange still open. whew, scared me. sorry one closed",negative
bring case mountain dew give 2 tixs see taylor swift!,neutral
love agustin happy morning mood,positive
lol... hell yeah!,neutral
2 week school including weekends. omg right on. im excited yet scared. omg. ahhhh. can`t wait grad.,neutral
"another week, another org change discussion....",neutral
waitin 4 skool bus soo tired nd still soo much 2 do...want 2 b lazy nd sleep since cnt ill sing fav song,negative
i`m sorry car. feel you...,negative
"it`s **** cold north now! like 77 df yesterday was, it`s 37,4",negative
"awww know never will, i`m thankful count you, love ya boo",positive
"pizza party went well, still invisible might well bag head. whatever!",neutral
"yes, need ppl vote. get vote. ;) ciao now. till tomorrow...is anybody listening? yes, am. night!",neutral
excellent look like you`ll twitterific competition,positive
back work,neutral
hi babe,neutral
guy call phone see number real ) ohh phone isn`t working . try tomorrow .,negative
new resigned cricinfo : hate change,negative
tired?????? whyyyyy make stop. merm going fun tonight.,negative
you`re sappy little fellow! thanks well wishes. i`ll need them. today one exam.,positive
"hehehe didn`t really know that! well, use blog twitter suggest interesting topic ppl engage",neutral
either,neutral
"twit twit twitter! trying 'legally' watch movie online, happening",negative
got home last day school. graduation tomorrow.,neutral
money... car...,neutral
"bed!!!!!... time,..... hope go school tomorrow, though don`t feel well right",negative
reached bangalore!! gotta hunt room,neutral
hey hey get ticket time low they`re aussie kay. www.myspace.com/destroyalllines yup. go get ticket,neutral
working homework!!!,neutral
"heh heh heh, come on! thq release! ah well, try almost anything billed rpg!",neutral
"friend cliff tix, wait ask trent let in. know, else >.>.",neutral
haha that`s also look amazing it! fun!,positive
_stained - love it! awesome,positive
ive finished,neutral
sorry hear dog,negative
"week staying grandmother, i`m home lopatcong. . start new book tonight.",neutral
"since i`m reading twilight series watching underworld today, gotta say...perfect pic day",positive
bummed missing rock climbing trip next week,negative
lamentablemente paso,neutral
i`m hard time using hulu u heard anyone problem u window vista?,negative
go duster shoppping greenhills mom balikbayans,neutral
say space time need,neutral
breaking news: gm share currently trading $1.00 $.88 per share!!,negative
sorry i`m using tweetdeck it`s letting tweet today,negative
"feel like drinking wine, don`t any.",neutral
right!,positive
denial moving van parked block away.,negative
yet. im still loading it. you?,neutral
im hungry nothing eat,negative
hope speedy recovery you!,positive
"starting pre europe diet today goodbye midnight snacks, goodbye iced tea, hello momol. hahahahaha!",neutral
"kid`s class going field trip today once, smart enough volunteer help!",neutral
"well, do, pray you.....",positive
thankfully it`s really bad sinus infection. they`re watching since i`ve traveled recently. thanks though,neutral
"eating lunch sushi tei, sency yum! met ghina earlier",neutral
****. got first try.,neutral
loaned set aerobars team mate tomorrow`s texas cup race alkek. bummed won`t there.,negative
like cheesecake brownies!!! miss cheesecake brownies... walmart closest l.a. (to me) doesn`t em,negative
i`m hungry,negative
downloading chex-quest! 12 year sin it`s final release say? right!,positive
anything . sorry man patsy generally...,negative
market whn go lower also problem go like wild bull also problem,negative
oh wow really good think im going use one lol.,positive
"it`s clear intellectually severing relationship best, yet heart seems 2 b complete disagreement. hurt much",neutral
hate june gloom. getting excited beach.,neutral
came house morning stink cat poo. cat business little bit garden.,neutral
back tafe bowling hour,neutral
love vintage books...old book shopping morning,positive
need plugs. real. ear want stretch. money,negative
lol much appreciated!!! excited!!!,positive
apparently request guest,neutral
vid wont play x,neutral
good day... havent good week forreal!!,negative
can`t money spend.,neutral
start again... 6 people coming u go melbourne...for short stack. originally 4. still 3,negative
"back glasgow, stuck traffic m8",negative
"please please, anyone?",positive
looking forward dress shopping tomorrow. afraid there`s way i`ll able get want,negative
hannah montana set.... im missing tennessee alot today,negative
"_uk yeah, it`s myst!",neutral
night honey..see ya tomorrow,positive
tried jumping without trampoline like thud* thud* shouldn`t eaten cookie.,neutral
_ truth.,positive
mum burned bacon... smoke alarm`s ****,neutral
"don`t worry use it, always give grief, usually take well!!! nearly always!",neutral
im glad you`re lot happier barakitten <3 see yah july,positive
happy mommy day!,positive
gonna lazy day today,negative
35 now. ilycecily <3,positive
hi kate you?,neutral
"wish disneyland watching star trek like people doing. swear, must sap work fridays.",neutral
miss something??,neutral
"did! came cold cheese sauce good, though.",positive
"scone afternoon!! great we`re gonna make cupcake week, wednesday!",neutral
"don`t get it, feeling fine yesterday. im ball sickness ! hate flu,",negative
kayla & went go visit wouldn`t let u school!,neutral
santa monica bound,neutral
"yeah i`m shy everything still nothing check sale, bite yet",neutral
followed great super mazembe. one favorite around ?,neutral
"internet big fail today-- twitter usual semi-flaky self, facebook vrbo.com, boo!",negative
"forced bed morning, failed cycle in. ****.",negative
"get another pack geography test, correct weekend.",neutral
officially mother day happy mother day mom,positive
i`m nervous... hope get in... could costly mistake... like procrastination assumption...,negative
getting work day! hope everyone wonderful mother`s day tomorrow! hope enjoy ur cheesecake too!,positive
love song! happy monday,positive
"sketchy moment mtn, friend moved trail sat end road, talking silly",neutral
"ok back later, great time regardless weather p i`m bb away!",positive
hello everybody `tis cloudy day amanzimtoti today.,neutral
want goto lonovala frenz wedding....bt....no transport arrngmnts wrkg,neutral
saw sun..... blink gone,negative
: know i*m late didn`t internet. happy bithday pierre!,neutral
burp frog,neutral
.... alriiightt,neutral
fighting horrid headache large vanilla iced coffee.,negative
keep coughing gut,neutral
omg want go too! hahaha,positive
anyone`s working. done sync. turned & on. still going help?,neutral
gig. toasting speedy recovery - sorry can`t,neutral
time low mean **** much me. hope get see june. would awesome. gaskarth amazing,positive
"tgif, bad weather sucks...",negative
rip robin washington park library,negative
yes yes is. ima guna lol.,neutral
hope day mom get message!,positive
"back hurt i`m meant going tonight, poor rik",negative
_heidi_v thank pretty lady.,positive
ball motion. type concept outline format could develop ensure deliver greatness,positive
keep thinking food! made tea,neutral
"so, picked chris botti`slive boston cd, listening driving home tonight moon. didn`t want end.",positive
cool. hope feel better. went breakfast buy gone.,neutral
way nanny school start tomorrow! one step closer teacher!,neutral
star treeeeek?! one hot guy get watch hot stuff woo.,positive
tour got canceled,neutral
... headed hospitol : pull golf tourny 3rd place!!!!!!!!!!! think re-ripped something !!! yeah !!,negative
"messed i`m makin` right! , , best holy day wish all!",positive
got it! hope get work time want job?,neutral
transcribing tenth (and last) report night,neutral
"censoring nin.com, nobody really speculate thing disagree anything",negative
fml work uniform washing line,negative
horrid dream. suspect cancel plan tonight...,negative
_roo you`re welcome.,positive
hey never realized also get twitter account. guide truly many time lifesaver me.,positive
"downloading tf2, mere 6.3g ... 3% nearly instantly 500kb",neutral
wish atl!!,positive
good good!!,positive
studying computing year...bring feck!! changing plant science next year,neutral
welcome hun! amazing people - make sure say hello them!,positive
"got coupon, couldn`t register u",negative
wishing naptime,positive
cupcake made.,neutral
"well, go *that* shirt. haha",neutral
poltergeist! house,negative
_nicole close eye watch,neutral
"blast, babe. thanks joe. <3 love everyone! tyler...happy birthday.",positive
yea.. haha,neutral
cold wished go back bed,positive
thanks me! great time,positive
definitely blast past,positive
dump blackberry u iphone? basically compliment other. think.,neutral
"re-dyed hair, early start tomorrow heading london clothes show, great place feel fat. bright side = motivation",positive
really hope,positive
one called?,neutral
"yes do!! ...or rather, did. finished it! starting dead like me, lollll",neutral
", love background, might copy",positive
doh! i`m inside job lolzor.,neutral
im trying put pic wont work!!!!,neutral
"really really... bored bad, won`t news thats ok. brb x",negative
going shopping mammyy.... makeup face generally quite nice today,positive
happy mother`s day! @>--->--->--- rose you!,positive
made south-korean email pal. happy!,positive
sigh,neutral
like smell roast oven mmmmmm must dip sakatas tide till roast cooked,positive
i`ll go now.i`ll watch teen nick!,neutral
"thankyou, yes. pre-wedding party now.",positive
loved johnny carson i`m going hate seeing jay leno go (via ) that`s waiting someone say!,neutral
fell wagon maccy`s!! : fell wagon maccy`s!!,neutral
<<< like himym,neutral
oh yeah too. lol,neutral
proud ceviche bellini turning well loving smell fresh flower house,positive
no. sitting around sculpting tiny koi.,neutral
unhook twitter facebook facebook crony complaining.,negative
_cool yep here`s hoping,positive
mention bf bubbled wsop employee event 12 hr aa working double next 6 week,neutral
17 funny,positive
somebody accidentely sleep 3 hour instead 2 can`t hang work blows! sorry _jones20,negative
short usual... awesome,positive
omg id aint come back yet im sooo worried best bk next week il screamm!!! lmao yeah u choose! ur bday x,neutral
"work, work. kind o` orc.",neutral
love dad said he`d ready go like 3:15 it`s 4pm i`m still working.,positive
way dad`s sistas.. r.i.p. deb..,negative
soo sad mcmcbuddy think look like could little rainbow ... like burrito ok! burritos!!!,neutral
number 999. next tweet must something really special.,positive
"lol, point laugh!",positive
fine old british tradition chilly grey drizzle bank holiday still observed,neutral
phone,neutral
"hope guy fun! can`t wait ya`ll back, wilmy isn`t without",positive
okay really really bored. watched michael jackson concert 1992. he`s awesome short film r coolio (:,neutral
got surprising sad news friday (clue:effect global financial crisis),neutral
poor phone nekkid without cover.,negative
nice mother`s day mum. liked presents. wondering i`ll ever see one again. talking sisa.,positive
good day ?,positive
trying make sunday last 48hours,neutral
"hopefully going back work tomorrow!! tired flu.. beside, love working children, fun play with!!",neutral
thanks bro.,positive
good girl whitney,positive
making egg tart & chinese egg pudding. yum,positive
say i`m ****? find hurtful!,negative
i`m 6` 0',neutral
really want go maker faire tomorrow sick.,negative
came back school.... packing dad`s house,neutral
"least two three time week turn tv, find comedy central already endure brief moment scrub",neutral
"looking sister facebook, miss yani",negative
"hi, california cool! budapest/hungary it`s cold cloudy today usually it`s hot summer)",neutral
seeing sydney 12 day third time,neutral
way aunty`s,neutral
_another_1 love get little peek dimple,positive
"unhooking pt`s, home sleep! sleep good",positive
"well, la decent weather. tell what`s happening future",positive
_a_tx lol havent watched yet.. congrats!,positive
come vancouver. throwing stuff onto ice? thought canuck supposed polite stuff?,negative
"hi again, sorry going pa email assistant (rel soc) lost it. dm me, pls?",negative
flashlight tag! love playing game dark.,positive
fun viper room tomorrow night know fam attendance support yall,positive
totally agree,positive
yea lol,neutral
computer broken broke laptop use phone ahh still cause **** order.,negative
"**** yeah dude!!! would ask was, already **** know! how`re you?",neutral
ugh stupid teenager showed up. peaceful time,negative
work always,neutral
..dat dude look crazy w/ dat hair face lmao ..stop it!! ..the old wrestler went tna thanks vince ..these dude clown lol,negative
cold & raining inglewood,neutral
first know sinhalenfoss ep22 big news.,neutral
"yup, indeed, like train announcements: shortly arrive klle",neutral
go it! chinese sound yum!,positive
done book signing manchester. nice people there. enjoy week.,positive
nick wtf gonna go ride. boo,negative
plain white t`s sara bareilles...can life get amazing,positive
wait till england wc t20,neutral
happy friday! realized left cell phone home today though,positive
"yeah mine stubborn too. gotta keep trying does, way around",neutral
pretty sure that`s sort tweeting lose followers. stuff it- well worth,positive
always headache?,negative
"awh, last day tour i`ll miss hangin w/ child 18:3. soooo...let`s make awesome nite ok!!",positive
wat the! riverside??,negative
work,neutral
it`s ok ! i`ve cleared cache everything fine,positive
awww ok lol hopefully im still back state,positive
night - light dims leave chat room,neutral
hey !!!!! anyone goin edmonton energy game wanna live updates? please!!!! dont post live score,neutral
would cool people make video miming song make one big video everyone it.,positive
"yep am.got back morning. nfg fab last night, cant go tomorrow getting ticket soon? 4weeks away",positive
put '@' username.. wow.,positive
wishing karen will&grace,neutral
"thanks, nick. mean lot coming designer caliber",positive
going run circle...also...ab zum spooohort.,neutral
"hoisin duck pizza, salt pepper pizza gelato dinner edmund jade. good times!",positive
"ya, weather super weird here. looked like gonna rain today course didn`t, darnitt,",negative
"no, sry, didn`t feel well all. there`ll another change believe hope ffk09 fun lot inspiring input.",negative
"awwh....well least top, magic happens! today good day, worries.",positive
chem wasn`t better physics. i`m tired. _astri hahaha ntn bbf juga ya? hihi gue sukanya jun pyo?,negative
"know, she`s great! climb sooo good!",positive
yeah i`m fine raid things. excepting liquor cheese & bacon ball,neutral
"boo, counts.",neutral
oh god! cheesy disco music started everyone getting table need wine...,negative
patient you`ll get soon,positive
josh called big bucket ugly wish luck audition tweets!,neutral
aaaah swear took mistake somehow attached charger -_- apparently needed break u huh!,negative
"hi, are! rise shine. yes, did. pretty early last night hour slept like baby though ...",neutral
i`d like thank normally randomly working internet actually staying moment saw tweet now.,positive
"far, good. it`s still early, though!",positive
movies. . . watch star trek!,neutral
: debut thursday @ gallery lounge! fun... can`t wait next one!!,positive
damm feel like song dead gone travis garland,negative
i`ve readin last twitts. hope ok,positive
ummm sooo yeh....its really hard concentrate rite wen weird feeling goin thro body,negative
"weird, suddenly blogtalkradio giving domain found error. 5 minute ago!",negative
amazing. thereby proving cannot believe anything see,positive
today lame orlando soooo looking forward next friday,negative
lovliest night last night ruined doctor inability warn side effects. back tests.,neutral
wats wrong boo,negative
"bed, pic newly finished hat afternoon! yea done night yall!",neutral
"call high five! (don`t miss, hotshot xd)",positive
get meet ace frehley? love guitar playing. sure coherent speaker might/might be.,neutral
ti sad day,negative
"thanks neemah. i`m gonna soooo close izzy, yet far",positive
wow.???? ??????,neutral
buying first mac,neutral
****! i`m already thinking show i`m going miss i`m broke.,negative
poor lil j-man fever. can`t wait go home hold little man!,neutral
question.. guy liek famous anything ? haha miley followed luckkyy ! im jealous,neutral
"almost done third/chapter cover page, yay",positive
hospital week half pretty much virge dying.,negative
travel blog running! can`t wait start filling entries! ),positive
wishing mother`s happy mother`s day!! love ya!,positive
mcfly concert year [h]... don`t `06 one though :/,neutral
_chick hello,neutral
"ahh. ... well, hoping could learn stuff way. ... work separate thing also",positive
cant get along,negative
probably he`s still married joan perhaps?,neutral
really want go see up! haha. tooo cute! (:,positive
hate washing hair! dried & straightened. find grey hair middle layer hair,negative
oh i`m roll oldies! ?,neutral
(((hugs))) back - also look!,positive
early start today! rain miles!,neutral
hehe tweet time... bastos talaga chux,neutral
here! wanted keep going end... ever! ;),neutral
haha playing,neutral
"oui, figured since day off, i`d better start brushing french; far learnt bonjour oui",neutral
_intruder well said...please take hands..i can`t cope !!!! set fox,negative
time go sleep! it`s almost 1am. night everyone! happy mother day mom,positive
hey lovely.. hope good day thanks awsome night teaching put together tie...hahaha,positive
"omfg, head",negative
jimmy eat world`s initial jew....new favorite band,positive
- stillll listening `paranoid` starting civics homework+ new jonas episode !,neutral
good luck! doubt hilarious. really hoping see dressed kind foam food item go...,positive
aww love you! way cute ;),positive
_1 leavin bc racist *starts cryin*,negative
thanks! try,neutral
want wednesday already hurry go new zealand i`m busy sitting bored stressing,negative
_kill_boy know feeling,negative
woulda never believed five year later i`d female engineer making track,positive
"missed wbc counterprotests. probably going waterfire ben, yay!",negative
you`ve got deal!,neutral
got home. :3 pleased star trek.,positive
okay...so aim account now...send ur s/n`s add u...thx!,positive
nnnnoooooo!!!! learned we`ve got frost warning tonight!,negative
great night.,positive
miss feb 23rd 2008 best night whole entire **** life. i`d rather re-live night win $1million.,positive
happy mother day mum life,positive
"oh, it`s `s birthday! happy birthday andre michelle",positive
ton update including pic rob yesterday. check www.robsessedpattinson.com,neutral
wtf **** 5 min marked closed...faz cost 4 grand,negative
headin 2 chili mr. presidente`s callin name! 2 ice house,neutral
love nice weather today camping tonight! oh hate hair,positive
